source_table,source_path,row_order,project_id,Project Name,Contract No,Employer,Contractor,Consultant,Baseline Name,Impacted Update Name,Data Date,Prepared By,Report Revision,Report Date,Delay Category,Primary Cause Family,Primary Claim Position,project_key,project_name,contract_number,employer,contractor,consultant,baseline_schedule_name,baseline_data_date,impacted_update_name,impacted_data_date,analysis_data_date,prepared_by,report_revision,report_date,calendar_name,contract_time_unit,project_finish_milestone_id,Activity ID,Activity Name,Resource ID,Register Building / Zone Allocation,Drive Activity Dates,BL Start,BL Finish,Start,Finish,Allocation Date,Allocation Ref,Act. Start Status,Act. Finish Status,Original Duration,Actual Duration,Deviated Duration,Budgeted Units,Available units supplied by client vs Actual units of activities,Delayed duration in days due to steel un avilability in site,Remaining Units,Units % Complete,Budgeted Units / Time,Responsibility,Reason for Delay,Responsibility.1,Reason for Delay.1,Note,BL critical Path,BL Longest Path,Updated Critical Path,Updated Longest Path,source_id,source_role,source_file_name,source_relative_path,source_sha256,file_date,received_date,source_owner,source_status,notes,Coding No.,Supplier,Total Quantity,Date of delivery,Clause / Topic,Location,Plain English Meaning,Research the Lines,Who Holds Leverage,Notice / Time Bar,Money Impact,Schedule Impact,Practical Action / Evidence,event_id,event_variant,event_name,event_category,responsible_party,notice_status,event_start,event_finish,claimed_delay_days,affected_activity_id,evidence_reference,causation_status,criticality_status,inclusion_in_integrated_eot,analyst_status,fragnet_activity_id,fragnet_activity_name,activity_type,original_duration_days,fragnet_start,fragnet_finish,data_date,activity_id,milestone_activity_name,before_total_float_days,before_forecast_finish,after_total_float_days,after_forecast_finish,float_change_days,finish_movement_calendar_days,impact_assessment,verification_status,Unnamed: 4,overlap_id,contractor_event_id,employer_event_id,overlap_start,overlap_finish,overlap_calendar_days,concurrent_delay_days,apportionment_method,concurrency_adjustment_days,included_in_adjustment,entitlement_position,Primary Event ID,Delayed duration,Overlap Start,Overlap Finish,BL Critical Path,Current Critical Path,Delayed duration after overlap,Concurrent delay,WBS,Building / Zone,Total Float,Longest Path,First Affected Flag,Predecessor Activity ID,Predecessor Relationship Type,Predecessor Lag,Successor Activity ID,Successor Relationship Type,Successor Lag,Fragment Start,Fragment Finish,Fragment Duration,evidence_id,evidence_type,document_date,time_bar_status,compensation_status,entitlement_status,Dia,RFT for RC Raft & Footings (B03) (footing) 196,RFT for RC Raft (B04) (Water Tank) 45.81,RFT for RC Raft & Footings (B02) (footing) 155.5,RFT for Columns & Walls Below SOG (B03) (footing),RFT for Columns & Walls Below SOG (B02) (footing),RFT for RC Raft & Footings (B01) (footing),RFT for Columns & Walls Below SOG (B01) (footing),"RFT for Walls, Col. & Cores (B03) (Bas 02)",RFT for Walls (B04) (Water Tank),RFT for RC Raft & Footings (B04) (footing) 192,RFT for Columns & Walls Below SOG (B04) (footing),"RFT for Walls, Col. & Cores (B02) (Bas 02)",1-Oct-25,1-Dec-25,1-Feb-26,1-May-26,scenario_id,scenario_name,status_date,baseline_progress_percent,impacted_progress_percent,recovery_progress_percent,baseline_finish,impacted_finish,recovery_finish,predecessor_activity_id,successor_activity_id,relationship_type,lag_days,p6_update_reference,source_file,source_sheet,source_row,release_id,release_status,approval_status,baseline_project_finish,impacted_project_finish,gross_included_event_movement_days,integrated_eot_calendar_days,approved_matrix_reference,source_manifest_reference,approval_reference,approved_by,approved_date,reconciliation_id,issue_type,issue_description,historical_value,active_position,resolution_required,owner,status,artifact_id,artifact_type,artifact_title,output_filename,source_project_id,source_report_fingerprint,generated_at,review_status,publication_status
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,12,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-073-R00,Contractor / Samco,29.67,17-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,13,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-074-R00,Contractor / Samco,15.62,17-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,14,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-075-R00,Contractor / Samco,5.765,18-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,15,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-076-R00,Contractor / Samco,1.08,15-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,16,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-077-R00,Contractor / Samco,78.74,06-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,17,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-078-R00,Contractor / Samco,19.68,19-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,18,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-079-R00,Contractor / Samco,7.775,20-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,1,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON-B02-FOOT-1070,RFT for Columns & Walls Below SOG (B02) (footing),,,,23-Dec-25,29-Dec-25,28-Jan-26,4-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delay in steel supply by client,-24,28-Jan-26,4-Mar-26,Yes,No,24,0,The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.F,B02,Not recorded,No,No,CON-B02-FOOT-1060,SS,1,CON-B02-FOOT-1080,FS,0,28-Jan-26,4-Mar-26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,2,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON-B01-FOOT-1050,RFT for RC Raft & Footings (B01) (footing),,,,6-Dec-25,18-Dec-25,1-Feb-26,5-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delay in steel supply by client,-14,1-Feb-26,5-Mar-26,Yes,No,14,0,The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.F,B01,Not recorded,No,No,CON-B01-FOOT-1040,FS,0,CON-B01-FOOT-1090,FS,0,5-Feb-26,16-Feb-26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,3,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON-B04-WT-1110,RFT for Walls (B04) (Water Tank),,,,13-Dec-25,21-Dec-25,4-Mar-26,14-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delay in steel supply by client,-25,4-Mar-26,14-Apr-26,Yes,No,0,25,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,B04,Not recorded,To be verified,Yes,To be selected from P6 predecessor / last unaffected activity,FS,0,CON-B04-WT-1110,FS,0,27-Feb-26,18-Mar-26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,4,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON-B04-FOOT-1050,RFT for RC Raft & Footings (B04) (footing),,,,15-Jan-26,24-Jan-26,1-Mar-26,7-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delay in steel supply by client,-43,1-Mar-26,7-May-26,Yes,Yes,43,0,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,B04,-88,No,Yes,CON-B04-FOOT-1040,FS,0,CON-B04-FOOT-1080,FS,0,10-Mar-26,21-Apr-26,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,5,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON-B04-FOOT-1070,RFT for Columns & Walls Below SOG (B04) (footing),,,,21-Jan-26,27-Jan-26,10-Mar-26,6-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delay in steel supply by client,-48,10-Mar-26,6-May-26,Yes,Yes,48,0,The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,B04,-90,No,Yes,CON-B04-FOOT-1060,FS,0,CON-B04-FOOT-1090,FS,0,10-Mar-26,21-Apr-26,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,6,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B01-BAS02-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 02),,,,20-Nov-25,16-Feb-26,1-May-26,19-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-92,1-May-26,19-May-26,No,No,92,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.2ndB,B01,Not recorded,No,No,E-DR-1000,FS,10,E-APP-B01-BAS02-1030,FS,0,1-May-26,19-May-26,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,7,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B01-BAS02-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 02),,,,30-Nov-25,22-Feb-26,2-May-26,20-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-87,2-May-26,20-May-26,No,No,87,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.2ndB,B01,Not recorded,No,No,E-DR-1000,FS,14,E-APP-B01-BAS02-1040,FS,0,2-May-26,20-May-26,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,8,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B01-BAS01-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 01),,,,2-Nov-25,10-Mar-26,9-May-26,27-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-78,9-May-26,27-May-26,No,No,78,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.1stB,B01,Not recorded,No,No,E-DR-1000,FS,17,E-APP-B01-BAS01-1030,FS,0,9-May-26,27-May-26,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,9,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B01-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 01),,,,5-Nov-25,31-Mar-26,10-May-26,28-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-58,10-May-26,28-May-26,No,No,58,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.1stB,B01,Not recorded,No,No,E-DR-1000,FS,21,E-APP-B01-BAS01-1040,FS,0,10-May-26,28-May-26,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,10,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B02-BAS02-1020,Submittal for Beams Conc. Dim.& RFT DWGs (B02) (Bas 02),,,,22-Oct-25,11-Nov-25,3-May-26,21-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-191,3-May-26,21-May-26,No,No,191,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUB.2ndB,B02,Not recorded,No,No,E-DR-1000,FS,7,E-APP-B02-BAS02-1020,FS,0,3-May-26,21-May-26,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,11,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B02-BAS02-1030,Submittal for Slabs Conc. Dim.& RFT DWGs (B02) (Bas 02),,,,26-Oct-25,22-Feb-26,4-May-26,22-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-89,4-May-26,22-May-26,No,No,89,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUB.2ndB,B02,Not recorded,No,No,E-DR-1000,FS,10,E-APP-B02-BAS02-1030,FS,0,4-May-26,22-May-26,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,12,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B02-BAS01-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (Bas 01),,,,2-Nov-25,23-Nov-25,11-May-26,29-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-187,11-May-26,29-May-26,No,No,187,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUB.1stB,B02,Not recorded,No,No,E-DR-1000,FS,17,E-APP-B02-BAS01-1020,FS,0,11-May-26,29-May-26,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,13,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B02-BAS01-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (Bas 01),,,,5-Nov-25,31-Mar-26,12-May-26,30-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-60,12-May-26,30-May-26,No,No,60,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUB.1stB,B02,Not recorded,No,No,E-DR-1000,FS,21,E-APP-B02-BAS01-1030,FS,0,12-May-26,30-May-26,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,14,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B03-BAS02-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (Bas 02),,,,01-Mr-26 ,10-Mar-26,5-May-26,23-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-74,5-May-26,23-May-26,No,No,74,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.2ndB,B03,Not recorded,No,No,E-DR-1000,FS,10,E-APP-B03-BAS02-1030,FS,0,5-May-26,23-May-26,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,15,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B03-BAS02-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (Bas 02),,,,01-Mr-26 ,10-Mar-26,6-May-26,24-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-75,6-May-26,24-May-26,No,No,75,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.2ndB,B03,Not recorded,No,No,E-DR-1000,FS,7,E-APP-B03-BAS02-1020,FS,0,6-May-26,24-May-26,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,16,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B03-BAS01-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (Bas 01),,,,01-Mr-26 ,10-Mar-26,13-May-26,31-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-82,13-May-26,31-May-26,No,No,82,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.1stB,B03,Not recorded,No,No,E-DR-1000,FS,17,E-APP-B03-BAS01-1020,FS,0,13-May-26,31-May-26,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,17,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B03-BAS01-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (Bas 01),,,,02-Mr-26 ,12-Mar-26,14-May-26,24-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-73,14-May-26,24-May-26,No,No,73,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.1stB,B03,Not recorded,No,No,E-DR-1000,FS,21,E-APP-B03-BAS01-1030,FS,0,14-May-26,24-May-26,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,18,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B04-BAS02-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 02),,,,9-Feb-26,26-Feb-26,7-May-26,25-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-88,7-May-26,25-May-26,No,No,88,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.2ndB,B04,Not recorded,No,No,E-DR-1000,FS,14,E-APP-B04-BAS02-1040,FS,0,7-May-26,25-May-26,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,19,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B04-BAS02-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 02),,,,01-Mr-26 ,10-Mar-26,8-May-26,26-May-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-77,8-May-26,26-May-26,No,No,77,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.2ndB,B04,Not recorded,No,No,E-DR-1000,FS,10,E-APP-B04-BAS02-1030,FS,0,8-May-26,26-May-26,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-concurrency_matrix_template.updated,02-delay_analysis/unified_tia_csv/11-concurrency_matrix_template.updated.csv,20,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                E-SUB-B04-BAS01-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 01),,,,9-Feb-26,26-Feb-26,15-May-26,2-Jun-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFC,-96,15-May-26,2-Jun-26,No,No,96,0,The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUB.1stB,B04,Not recorded,No,No,E-DR-1000,FS,34,E-APP-B04-BAS01-1040,FS,0,15-May-26,2-Jun-26,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
